Policy,Year,Population (B),GDP ($T),GDP After Damage ($T),GDP PC ($K),Emissions (Gt CO₂),CO₂ (ppm),Temp Increase (°C),Climate Damage (%),Pollution Damage (%),Consumption PC ($K),Pop Growth Rate (%)
Adaptation & Resilience,21,9.560426670054154,152.93879359500022,146.31495979773408,15.304229073377254,37.825114002014686,485.5697707408492,1.8054907018243564,0.555469353313365,3.9716369702115415,10.712960351364078,0.588828802701169
Adaptation & Resilience,22,9.613366875484973,156.4807567828164,149.64567629986007,15.566416869148227,38.035021536190875,488.70529430147195,1.8350913036206415,0.5738322397831477,3.9936772613000415,10.89649180840376,0.5537431252586433
Adaptation & Resilience,23,9.663412154784988,160.07537172281124,153.02334989783276,15.83533305283485,38.239018022426094,491.8538092886384,1.8660614557260058,0.5933643847554827,4.015096892354739,11.084733136984395,0.5205801458346038
Adaptation & Resilience,24,9.710691529664665,163.7244156288509,156.4494563853408,16.111052020076205,38.437442466143494,495.0139369751378,1.8983971901262837,0.6141065863080846,4.0359314589450666,11.277736414053344,0.48926170303380534
Adaptation & Resilience,25,9.755332466938704,167.42973352784423,159.92552101693812,16.393651529451557,38.63062895496181,498.18438404189567,1.9320939995480486,0.6361010228144636,4.056216040270989,11.47555607061609,0.4597091477745785
Adaptation & Resilience,26,9.797460276159082,171.19323606205288,163.45311589051602,16.68321292286932,38.81890572436739,501.3639406849194,1.9671468872558013,0.6593912356772481,4.075985101058575,11.678249046008522,0.43184391063197936
Adaptation & Resilience,27,9.837197599311489,175.01689770376063,167.03385769176808,16.979821336867207,39.002594403589285,504.55147854378157,2.003550414495989,0.684022110487969,4.0952724123768744,11.885874935807044,0.4055879996686773
Adaptation & Resilience,28,9.874663986062638,178.90275538945804,170.66940580415277,17.28356590614527,39.18200942732227,507.7459484914964,2.0412987455933993,0.7100398569169061,4.114110989868839,12.098496134301689,0.3808644318964438
Adaptation & Resilience,29,9.909975547695744,182.8529075761583,174.36146078375535,17.59453996072651,39.3574575987157,510.94637832221287,2.0803856907244787,0.7374919876179666,4.132533047865148,12.316177972508555,0.3575976021355842
Adaptation & Resilience,30,9.94324468271967,186.86951371883202,178.1117631951754,17.9128412181906,39.52923778913258,514.1518703697053,2.1208047464082647,0.7664272964148852,4.150569967858921,12.538988852733418,0.33571359347763785
Adaptation & Resilience,31,9.974579867149655,190.95479416516673,181.92209280205108,18.238571972459155,39.69764076052612,517.3615990862476,2.1625491337691884,0.7968958360165838,4.168252279855243,12.76700038072141,0.31514043383085166
Adaptation & Resilience,32,10.004085502602598,195.1110304618355,185.7942681039942,18.571839280627817,39.862949096823264,520.5748086081724,2.205611834637111,0.8289488954915547,4.185609655166442,13.000287496439471,0.2958083031658898
Adaptation & Resilience,33,10.032074175792923,199.34309790754077,189.73245959639465,18.912585400755216,40.02594559806792,523.7908103312786,2.249985625558914,0.8626389777137842,4.202724287797131,13.238809780528651,0.2797724308038374
Adaptation & Resilience,34,10.059861973369278,203.6683694888686,193.7522249690255,19.25992876263425,40.18982371987603,527.0090879176986,2.2956631534149134,0.8980198110965525,4.219931490586983,13.481950133843974,0.2769895545968515
Adaptation & Resilience,35,10.087438561482527,208.0890567062136,197.8552304368027,19.614020866732734,40.3546136368619,530.2298048666644,2.3426372135856663,0.935146529106781,4.237234431870499,13.729814606712912,0.2741249152945713
